Code INSEE;Commune;geo_point_2d;Code Postal;Code Département;Région
2163;CHARLY-SUR-MARNE;48.9898678258,3.29365157876;2310;2;PICARDIE
43150;LE PERTUIS;45.1022318676,4.06426000884;43200;43;AUVERGNE
34227;RESTINCLIERES;43.7241060431,4.04113886056;34160;34;LANGUEDOC-ROUSSILLON
38257;MONTREVEL;45.4771327346,5.40739444993;38690;38;RHONE-ALPES
80291;ESTREES-SUR-NOYE;49.7842642884,2.33898041831;80250;80;PICARDIE
68046;BOURBACH-LE-HAUT;47.7983331125,7.03017652946;68290;68;ALSACE
12137;MANHAC;44.2605706406,2.4781869588;12160;12;MIDI-PYRENEES
38488;SICCIEU-SAINT-JULIEN-ET-CARISIEU;45.7304007028,5.31489253784;38460;38;RHONE-ALPES
10359;SAINT-PHAL;48.1142637321,4.00171688367;10130;10;CHAMPAGNE-ARDENNE
51510;SAINT-QUENTIN-LES-MARAIS;48.7768556316,4.63146682582;51300;51;CHAMPAGNE-ARDENNE
57011;ALBESTROFF;48.929810647,6.8693705224;57670;57;LORRAINE
74187;MONTMIN;45.8024912818,6.26769807231;74210;74;RHONE-ALPES
57540;PHALSBOURG;48.7666597988,7.26359977418;57370;57;LORRAINE
81083;DURFORT;43.4316297615,2.07369430679;81540;81;MIDI-PYRENEES
65274;LIBAROS;43.2485668256,0.391971117997;65330;65;MIDI-PYRENEES
24421;SAINT-GEYRAC;45.0745744027,0.907034401577;24330;24;AQUITAINE
39375;MOUTONNE;46.5305097539,5.56657538643;39270;39;FRANCHE-COMTE
2731;LE SOURD;49.8656956341,3.75208012539;2140;2;PICARDIE
85120;LANDEVIEILLE;46.6444349925,-1.7854367847;85220;85;PAYS DE LA LOIRE
65387;SAINT-LANNE;43.586077387,-0.0699024162423;65700;65;MIDI-PYRENEES
45135;ERCEVILLE;48.2454305059,2.0267549057;45480;45;CENTRE
7089;FELINES;45.3160676288,4.72706276274;7340;7;RHONE-ALPES
38514;TREMINIS;44.7326500492,5.77205743161;38710;38;RHONE-ALPES
33247;LISTRAC-DE-DUREZE;44.7607755904,0.0336581808427;33790;33;AQUITAINE
57373;LACHAMBRE;49.0788433987,6.7537514656;57730;57;LORRAINE
25619;LES VILLEDIEU;46.7134756385,6.26609889484;25240;25;FRANCHE-COMTE
55493;SOMMEILLES;48.9157131194,4.96860127249;55800;55;LORRAINE
38404;SAINT-JEAN-LE-VIEUX;45.2076677779,5.87763169081;38420;38;RHONE-ALPES
62355;FRESNES-LES-MONTAUBAN;50.3362535574,2.92878850685;62490;62;NORD-PAS-DE-CALAIS
28304;PRASVILLE;48.2738416281,1.71166561057;28150;28;CENTRE
27122;CAHAIGNES;49.2081399369,1.60838724784;27420;27;HAUTE-NORMANDIE
61099;LA CHAPELLE-SOUEF;48.3177028134,0.588455492814;61130;61;BASSE-NORMANDIE
91207;EGLY;48.5778313904,2.22141176606;91520;91;ILE-DE-FRANCE
27335;HEUDREVILLE-SUR-EURE;49.1320841365,1.18870983275;27400;27;HAUTE-NORMANDIE
24262;MAYAC;45.2792834899,0.951561736801;24420;24;AQUITAINE
45025;BAZOCHES-LES-GALLERANDES;48.1622351028,2.05200165302;45480;45;CENTRE
24039;BESSE;44.6649913736,1.11317333778;24550;24;AQUITAINE
27090;LE BOSC-ROGER-EN-ROUMOIS;49.2933518508,0.922353150022;27670;27;HAUTE-NORMANDIE
49158;L'HOTELLERIE-DE-FLEE;47.7471998488,-0.892010550736;49500;49;PAYS DE LA LOIRE
57386;LAUDREFANG;49.0828663736,6.6421743054;57385;57;LORRAINE
25138;LES TERRES-DE-CHAUX;47.3166269465,6.72873465263;25190;25;FRANCHE-COMTE
25119;CHAMPVANS-LES-MOULINS;47.2566266106,5.90746432732;25170;25;FRANCHE-COMTE
37252;SOUVIGNY-DE-TOURAINE;47.3983473379,1.08415329662;37530;37;CENTRE
30064;CAMPESTRE-ET-LUC;43.9384282987,3.40041205655;30770;30;LANGUEDOC-ROUSSILLON
66167;SAILLAGOUSE;42.459329456,2.03972104811;66800;66;LANGUEDOC-ROUSSILLON
39441;PREMANON;46.4538422377,6.03492977371;39220;39;FRANCHE-COMTE
56078;GUIDEL;47.7940076851,-3.49161886127;56520;56;BRETAGNE
17376;SAINT-OUEN-D'AUNIS;46.2295901157,-1.03191615683;17230;17;POITOU-CHARENTES
21171;CHEVIGNY-SAINT-SAUVEUR;47.2999007268,5.13656967893;21800;21;BOURGOGNE
79308;SCIECQ;46.3703981885,-0.474635693538;79000;79;POITOU-CHARENTES
89254;MEZILLES;47.6924002085,3.181097405;89130;89;BOURGOGNE
45302;SARAN;47.9498311047,1.87809693517;45770;45;CENTRE
29052;ESQUIBIEN;48.0285435257,-4.56510692313;29770;29;BRETAGNE
22003;AUCALEUC;48.4513138492,-2.12726351859;22100;22;BRETAGNE
57027;ARRAINCOURT;48.9760540573,6.53048540164;57380;57;LORRAINE
87067;FOLLES;46.1248930681,1.45625971523;87250;87;LIMOUSIN
19016;BAR;45.3421541864,1.81469639235;19800;19;LIMOUSIN
30181;MONTMIRAT;43.9030471279,4.117330808;30260;30;LANGUEDOC-ROUSSILLON
73069;CHAMOUX-SUR-GELON;45.5341655971,6.21788663815;73390;73;RHONE-ALPES
71002;L'ABERGEMENT-SAINTE-COLOMBE;46.754037733,5.0286449583;71370;71;BOURGOGNE
38199;JARDIN;45.492806451,4.91094457963;38200;38;RHONE-ALPES
80133;BRAILLY-CORNEHOTTE;50.2243173522,1.95816617039;80150;80;PICARDIE
51308;JONCHERY-SUR-VESLE;49.2860158121,3.81843506219;51140;51;CHAMPAGNE-ARDENNE
29120;LANVEOC;48.275777582,-4.44432214727;29160;29;BRETAGNE
37208;SAINT-AVERTIN;47.3571561121,0.737544440483;37550;37;CENTRE
57316;HENRIVILLE;49.0993733764,6.85657257275;57450;57;LORRAINE
25560;THISE;47.2862704749,6.08224495009;25220;25;FRANCHE-COMTE
67349;OBERROEDERN;48.9271368909,7.97102967191;67250;67;ALSACE
36015;BEAULIEU;46.3854812968,1.29760988524;36310;36;CENTRE
50574;SERVON;48.6028234324,-1.41113304944;50170;50;BASSE-NORMANDIE
56233;SAINT-PHILIBERT;47.5878387262,-3.00101980446;56470;56;BRETAGNE
15078;JABRUN;44.793937351,2.96316583017;15110;15;AUVERGNE
70296;LARIANS-ET-MUNANS;47.4233188148,6.22972623642;70230;70;FRANCHE-COMTE
25124;CHARMAUVILLERS;47.2312832249,6.91715529579;25470;25;FRANCHE-COMTE
69177;SOURCIEUX-LES-MINES;45.7982263531,4.63130091512;69210;69;RHONE-ALPES
57510;NOISSEVILLE;49.1337073536,6.27240706225;57645;57;LORRAINE
58117;FOURCHAMBAULT;47.0168666428,3.09059273072;58600;58;BOURGOGNE
87094;MEILHAC;45.7117307166,1.15756175442;87800;87;LIMOUSIN
95580;SAINT-WITZ;49.0857837241,2.55227615042;95470;95;ILE-DE-FRANCE
79338;VANZAY;46.2310672583,0.110650290356;79120;79;POITOU-CHARENTES
8251;LEPRON-LES-VALLEES;49.749207,4.45628552785;8150;8;CHAMPAGNE-ARDENNE
11361;SAINT-PAPOUL;43.3374046005,2.04475421603;11400;11;LANGUEDOC-ROUSSILLON
73194;ORELLE;45.1983416758,6.56055750586;73140;73;RHONE-ALPES
24347;RAMPIEUX;44.7033705088,0.800770543563;24440;24;AQUITAINE
61393;SAINT-GERMAIN-DE-CLAIREFEUILLE;48.7256386551,0.24088318968;61240;61;BASSE-NORMANDIE
81266;SAINT-PAUL-CAP-DE-JOUX;43.635057866,1.98923840323;81220;81;MIDI-PYRENEES
80235;DARGNIES;50.0427980747,1.52971446889;80570;80;PICARDIE
25442;OYE-ET-PALLET;46.8519222715,6.33846967053;25160;25;FRANCHE-COMTE
30284;SAINT-MARTIN-DE-VALGALGUES;44.1658828602,4.0750003608;30520;30;LANGUEDOC-ROUSSILLON
37033;BOUSSAY;46.8484852345,0.892362482013;37290;37;CENTRE
52547;VOUECOURT;48.2625820816,5.1581472867;52320;52;CHAMPAGNE-ARDENNE
71225;GRANGES;46.7369347397,4.75217241831;71390;71;BOURGOGNE
28281;NOGENT-SUR-EURE;48.3896168991,1.37569716428;28120;28;CENTRE
74144;JONZIER-EPAGNY;46.0765856703,5.98885636261;74520;74;RHONE-ALPES
40090;DONZACQ;43.6591843115,-0.806382992086;40360;40;AQUITAINE
2094;BLESMES;49.0264919363,3.46405474705;2400;2;PICARDIE
27194;CUVERVILLE;49.2823822773,1.37038262519;27700;27;HAUTE-NORMANDIE
54012;AMANCE;48.754963401,6.30928287834;54770;54;LORRAINE
57529;OTTANGE;49.437722146,6.00701265216;57840;57;LORRAINE
4042;CASTELLET-LES-SAUSSES;44.0403038573,6.73450900533;4320;4;PROVENCE-ALPES-COTE D'AZUR
38252;MONTCHABOUD;45.0928956374,5.76098049287;38220;38;RHONE-ALPES
60676;VILLE;49.5568331597,2.93397641263;60400;60;PICARDIE
76700;TOTES;49.6835299658,1.04261362963;76890;76;HAUTE-NORMANDIE
31314;MANCIOUX;43.1668578934,0.941756954338;31360;31;MIDI-PYRENEES
39298;LONGCOCHON;46.7705510024,6.07491619337;39250;39;FRANCHE-COMTE
22238;PLUFUR;48.6108539647,-3.57279775883;22310;22;BRETAGNE
32326;POUYLEBON;43.5445195823,0.30221228905;32320;32;MIDI-PYRENEES
89075;CHAMPLAY;47.9466983822,3.42023668586;89300;89;BOURGOGNE
28077;LA CHAPELLE-FORTIN;48.6478574812,0.862854348715;28340;28;CENTRE
38557;VILLETTE-D'ANTHON;45.7844347868,5.10742322844;38280;38;RHONE-ALPES
56032;CAMPENEAC;47.962439437,-2.27757699452;56800;56;BRETAGNE
65007;ANDREST;43.3162323845,0.0661292310469;65390;65;MIDI-PYRENEES
59313;HORDAIN;50.2597936195,3.32675271349;59111;59;NORD-PAS-DE-CALAIS
17269;ORIGNOLLES;45.2210229962,-0.23417146354;17210;17;POITOU-CHARENTES
79325;TESSONNIERE;46.8126773596,-0.21444629373;79600;79;POITOU-CHARENTES
88090;CHARMES;48.3848071988,6.31788990054;88130;88;LORRAINE
26194;MONTCHENU;45.1920320499,5.03982894227;26350;26;RHONE-ALPES
14625;SAINT-MARTIN-DE-LA-LIEUE;49.1102778699,0.224396339009;14100;14;BASSE-NORMANDIE
50611;URVILLE-NACQUEVILLE;49.6672722291,-1.74465833547;50460;50;BASSE-NORMANDIE
77435;SAINT-SAUVEUR-SUR-ECOLE;48.4997072373,2.53411876201;77930;77;ILE-DE-FRANCE
43250;VALS-LE-CHASTEL;45.2714155146,3.52832787466;43230;43;AUVERGNE
89123;COURGIS;47.7766945271,3.74350328185;89800;89;BOURGOGNE
55551;VIGNEULLES-LES-HATTONCHATEL;48.9857791469,5.724051532;55210;55;LORRAINE
54237;GRIMONVILLER;48.380828765,6.00797124692;54115;54;LORRAINE
42079;CUINZIER;46.1241485363,4.26553210603;42460;42;RHONE-ALPES
61028;BAZOCHES-AU-HOULME;48.8288059137,-0.263374307048;61210;61;BASSE-NORMANDIE
31092;BURGALAYS;42.8843664785,0.636511847302;31440;31;MIDI-PYRENEES
80342;FRAMERVILLE-RAINECOURT;49.8633129954,2.72000159396;80131;80;PICARDIE
28346;SAINT-LUBIN-DE-CRAVANT;48.7071767352,1.10138248239;28270;28;CENTRE
2B306;SANTA-LUCIA-DI-MERCURIO;42.317846059,9.22025065863;20250;2B;CORSE
54215;FROUARD;48.7504210433,6.12310457526;54390;54;LORRAINE
28359;SAINT-REMY-SUR-AVRE;48.7491986422,1.23713784044;28380;28;CENTRE
81105;GRAULHET;43.7576562195,2.00122512851;81300;81;MIDI-PYRENEES
45229;NOGENT-SUR-VERNISSON;47.8386989042,2.72939898012;45290;45;CENTRE
79039;BOISSEROLLES;46.11264704,-0.449919647334;79360;79;POITOU-CHARENTES
9065;BOUSSENAC;42.9078454205,1.39109839522;9320;9;MIDI-PYRENEES
5182;VILLAR-LOUBIERE;44.8367273336,6.13559761308;5800;5;PROVENCE-ALPES-COTE D'AZUR
26175;MARIGNAC-EN-DIOIS;44.8102170504,5.3344028956;26150;26;RHONE-ALPES
46289;SAINT-PIERRE-TOIRAC;44.5365701769,1.95356991688;46160;46;MIDI-PYRENEES
47005;ALLEMANS-DU-DROPT;44.6231983139,0.286538311278;47800;47;AQUITAINE
30011;LES ANGLES;43.946680289,4.75255256222;30133;30;LANGUEDOC-ROUSSILLON
67066;LA BROQUE;48.4601655449,7.17283025504;67130/67570;67;ALSACE
44083;LA LIMOUZINIERE;46.9872257466,-1.64166009462;44310;44;PAYS DE LA LOIRE
87074;LES GRANDS-CHEZEAUX;46.3560575334,1.38436759782;87160;87;LIMOUSIN
77344;OISSERY;49.0705440359,2.8176701421;77178;77;ILE-DE-FRANCE
42071;LE COTEAU;46.0172302823,4.09095787437;42120;42;RHONE-ALPES
88127;DEINVILLERS;48.4125439347,6.56093261631;88700;88;LORRAINE
27674;VAUX-SUR-EURE;49.0358655826,1.33388811683;27120;27;HAUTE-NORMANDIE
47284;SALLES;44.5297987522,0.890077944745;47150;47;AQUITAINE
21086;BLIGNY-LES-BEAUNE;46.9826471816,4.82973563081;21200;21;BOURGOGNE
40314;TERCIS-LES-BAINS;43.6706423841,-1.11540319377;40180;40;AQUITAINE
10153;FONTAINE-MACON;48.4575603934,3.5070361262;10400;10;CHAMPAGNE-ARDENNE
24011;ANTONNE-ET-TRIGONANT;45.2300537681,0.831654901001;24420;24;AQUITAINE
28079;CHAPELLE-ROYALE;48.1530043069,1.04379392191;28290;28;CENTRE
21217;CURLEY;47.2040051178,4.91078289972;21220;21;BOURGOGNE
62295;ENQUIN-LES-MINES;50.5860830884,2.29343023005;62145;62;NORD-PAS-DE-CALAIS
65409;SARRIAC-BIGORRE;43.3885175976,0.117612400735;65140;65;MIDI-PYRENEES
10334;SAINT-AUBIN;48.4828875357,3.55326963748;10400;10;CHAMPAGNE-ARDENNE
9155;LARCAT;42.7686691724,1.64646916937;9310;9;MIDI-PYRENEES
54210;FREMENIL;48.5614320905,6.70677381054;54450;54;LORRAINE
86180;NOUAILLE-MAUPERTUIS;46.5052879632,0.418002332762;86340;86;POITOU-CHARENTES
8277;MARLEMONT;49.7465157727,4.3812273313;8290;8;CHAMPAGNE-ARDENNE
43225;SAINT-VENERAND;44.8753908292,3.67498479809;43580;43;AUVERGNE
59508;RONCQ;50.747350697,3.11815606165;59223;59;NORD-PAS-DE-CALAIS
70579;VYANS-LE-VAL;47.5502849273,6.76152440954;70400;70;FRANCHE-COMTE
50155;CROLLON;48.5824076496,-1.38068361185;50220;50;BASSE-NORMANDIE
33432;SAINT-LOUBERT;44.5533634868,-0.168857964399;33210;33;AQUITAINE
26228;PENNES-LE-SEC;44.6368369642,5.32049274034;26340;26;RHONE-ALPES
72200;MONCE-EN-BELIN;47.8982351133,0.196356138911;72230;72;PAYS DE LA LOIRE
54139;COURBESSEAUX;48.6914376855,6.4022815813;54110;54;LORRAINE
50403;PIROU;49.1646654807,-1.55903985715;50770;50;BASSE-NORMANDIE
25226;ETRAPPE;47.4727580805,6.58015754257;25250;25;FRANCHE-COMTE
69179;SAINT-ANDEOL-LE-CHATEAU;45.5895638016,4.69551467475;69700;69;RHONE-ALPES
80230;CURCHY;49.7790671802,2.86870993814;80190;80;PICARDIE
85297;TRIAIZE;46.3792685111,-1.19928351422;85580;85;PAYS DE LA LOIRE
32196;LARROQUE-SAINT-SERNIN;43.8298476261,0.46893020045;32410;32;MIDI-PYRENEES
52542;VIVEY;47.7373432906,5.06446282527;52160;52;CHAMPAGNE-ARDENNE
88352;POMPIERRE;48.2746496392,5.67619878107;88300;88;LORRAINE
7122;LACHAPELLE-SOUS-AUBENAS;44.5622616562,4.35906947518;7200;7;RHONE-ALPES
72193;MELLERAY;48.0949259298,0.813535451914;72320;72;PAYS DE LA LOIRE
76191;CRESSY;49.7248563124,1.16111679423;76720;76;HAUTE-NORMANDIE
3097;DENEUILLE-LES-MINES;46.3782924502,2.77557506066;3170;3;AUVERGNE
53046;LE BURET;47.9188428297,-0.500867794601;53170;53;PAYS DE LA LOIRE
97229;SCHOELCHER;14.6449217661,-61.100038609;97233;97;MARTINIQUE
66166;SAHORRE;42.5235898496,2.35864365675;66360;66;LANGUEDOC-ROUSSILLON
9087;CAUSSOU;42.7721552831,1.82193324504;9250;9;MIDI-PYRENEES
80633;PONTHOILE;50.2184715129,1.70629194406;80860;80;PICARDIE
18168;LE NOYER;47.3641996794,2.66561684391;18260;18;CENTRE
97108;CAPESTERRE-DE-MARIE-GALANTE;15.9200251247,-61.2299898097;97140;97;GUADELOUPE
12159;MORLHON-LE-HAUT;44.3218697288,2.08182819744;12200;12;MIDI-PYRENEES
54228;GIRIVILLER;48.4348846294,6.49599417359;54830;54;LORRAINE
40229;PONTENX-LES-FORGES;44.2548041372,-1.08797105865;40200;40;AQUITAINE
85151;MORTAGNE-SUR-SEVRE;46.9910941319,-0.946500033344;85290;85;PAYS DE LA LOIRE
57101;BOUSBACH;49.1449395157,6.94789546183;57460;57;LORRAINE
49315;SAINT-QUENTIN-LES-BEAUREPAIRE;47.6371046183,-0.10618660681;49150;49;PAYS DE LA LOIRE
72341;SOULITRE;48.0223482346,0.441300492215;72370;72;PAYS DE LA LOIRE
34105;FOUZILHON;43.5057316875,3.23717233184;34480;34;LANGUEDOC-ROUSSILLON
28006;AMILLY;48.4423011417,1.40659215552;28300;28;CENTRE
86119;JOUSSE;46.2241305163,0.457298281723;86350;86;POITOU-CHARENTES
66156;RABOUILLET;42.7273037833,2.37109677548;66730;66;LANGUEDOC-ROUSSILLON
55531;VASSINCOURT;48.8014203494,5.02678786197;55800;55;LORRAINE
76071;BELLENGREVILLE;49.9107866159,1.22780682049;76630;76;HAUTE-NORMANDIE
71208;FRONTENARD;46.8991001814,5.16314384306;71270;71;BOURGOGNE
78307;HERMERAY;48.653842919,1.68849471188;78125;78;ILE-DE-FRANCE
67307;MULHAUSEN;48.8864927658,7.55485958914;67350;67;ALSACE
88465;THAON-LES-VOSGES;48.2495514114,6.40863836497;88150;88;LORRAINE
22367;TREMELOIR;48.5504593394,-2.86044658095;22590;22;BRETAGNE
67189;HEILIGENSTEIN;48.4220772866,7.44087809076;67140;67;ALSACE
62875;WARDRECQUES;50.7053320588,2.34558119432;62120;62;NORD-PAS-DE-CALAIS
66036;CANAVEILLES;42.5344206968,2.2238422292;66360;66;LANGUEDOC-ROUSSILLON
41255;TERNAY;47.7345836701,0.771871183813;41800;41;CENTRE
54264;HOUDELMONT;48.5366637219,6.09333663622;54330;54;LORRAINE
21689;VILLARS-ET-VILLENOTTE;47.5089545362,4.37864819259;21140;21;BOURGOGNE
25141;CHAUX-LES-PASSAVANT;47.23589775,6.35007228666;25530;25;FRANCHE-COMTE
57087;BISTEN-EN-LORRAINE;49.1643646232,6.59958337457;57220;57;LORRAINE
47304;TAILLEBOURG;44.4466946358,0.203133379028;47200;47;AQUITAINE
10354;SAINT-NABORD-SUR-AUBE;48.5128918959,4.20166023679;10700;10;CHAMPAGNE-ARDENNE
74235;SAINT-GERMAIN-SUR-RHONE;46.0700297768,5.82592326437;74910;74;RHONE-ALPES
21162;CHAUX;47.1272831301,4.90718762417;21700;21;BOURGOGNE
74043;BONS-EN-CHABLAIS;46.2631816283,6.36089776128;74890;74;RHONE-ALPES
84127;SERIGNAN-DU-COMTAT;44.1939012207,4.84785727207;84830;84;PROVENCE-ALPES-COTE D'AZUR
60364;LIEUVILLERS;49.4742826717,2.48980639031;60130;60;PICARDIE
39233;FOUCHERANS;47.0856433661,5.44430100511;39100;39;FRANCHE-COMTE
63058;BULHON;45.8848012313,3.39133454384;63350;63;AUVERGNE
80060;BEALCOURT;50.1965893183,2.18248694285;80370;80;PICARDIE
67163;GOUGENHEIM;48.704527352,7.57535025275;67270;67;ALSACE
2331;FRANQUEVILLE;49.8164125588,3.79770261738;2140;2;PICARDIE
32033;BAZIAN;43.6685826026,0.317017713446;32320;32;MIDI-PYRENEES
41013;BAUZY;47.5290329996,1.61142205503;41250;41;CENTRE
60430;MORIENVAL;49.3104709662,2.93003968872;60127;60;PICARDIE
59162;CROCHTE;50.9238758959,2.39595026667;59380;59;NORD-PAS-DE-CALAIS
60064;BERNEUIL-SUR-AISNE;49.4218075738,3.00010078676;60350;60;PICARDIE
8401;SAULCES-CHAMPENOISES;49.4466612892,4.50417073987;8130;8;CHAMPAGNE-ARDENNE
2B343;VENZOLASCA;42.5014054825,9.49333701193;20215;2B;CORSE
66099;LLAURO;42.5460172155,2.74437234146;66300;66;LANGUEDOC-ROUSSILLON
29263;SAINT-SEGAL;48.2359944685,-4.07720037055;29590;29;BRETAGNE
74175;MEILLERIE;46.4006869695,6.73172142623;74500;74;RHONE-ALPES
14580;SAINT-GEORGES-EN-AUGE;48.9884638353,0.0708706526618;14140;14;BASSE-NORMANDIE
72292;SAINT-JEAN-DES-ECHELLES;48.1309646826,0.733209725788;72320;72;PAYS DE LA LOIRE
32396;SAINT-MEZARD;44.0338368158,0.56893422575;32700;32;MIDI-PYRENEES
34343;VIOLS-LE-FORT;43.7367573026,3.69220324597;34380;34;LANGUEDOC-ROUSSILLON
59342;LEZ-FONTAINE;50.1733832806,4.06309065769;59740;59;NORD-PAS-DE-CALAIS
88194;GEMMELAINCOURT;48.2742122102,5.96709778619;88170;88;LORRAINE
88388;RENAUVOID;48.1427648527,6.38176151044;88390;88;LORRAINE
24574;VEYRIGNAC;44.8228660534,1.32545209892;24370;24;AQUITAINE
62453;HEZECQUES;50.5341909306,2.19182773822;62310;62;NORD-PAS-DE-CALAIS
52440;ROUVROY-SUR-MARNE;48.3600369184,5.10947647053;52300;52;CHAMPAGNE-ARDENNE
58197;NUARS;47.388402075,3.70962662782;58190;58;BOURGOGNE
62261;CUCQ;50.4861371651,1.6129406035;62780;62;NORD-PAS-DE-CALAIS
45020;LE BARDON;47.8419806069,1.64858410606;45130;45;CENTRE
78531;ROSNY-SUR-SEINE;48.9964226633,1.60820077392;78710;78;ILE-DE-FRANCE
19260;SIONIAC;44.9776918533,1.80010891382;19120;19;LIMOUSIN
81133;LAMILLARIE;43.8550180871,2.15786661498;81120;81;MIDI-PYRENEES
23131;MERINCHAL;45.9084057409,2.49421673584;23420;23;LIMOUSIN
51249;FESTIGNY;49.0282923032,3.76729652703;51700;51;CHAMPAGNE-ARDENNE
57367;KLANG;49.3187329539,6.37045880316;57920;57;LORRAINE
84040;CRESTET;44.2097519132,5.08597487017;84110;84;PROVENCE-ALPES-COTE D'AZUR
62664;POMMIER;50.1813083697,2.59512513056;62111;62;NORD-PAS-DE-CALAIS
52426;RIZAUCOURT-BUCHEY;48.2744216566,4.86924772223;52330;52;CHAMPAGNE-ARDENNE
71170;DEMIGNY;46.9145180669,4.84793098636;71150;71;BOURGOGNE
64342;LICQ-ATHEREY;43.0554346058,-0.87881299213;64560;64;AQUITAINE
24365;SAINT-AMAND-DE-VERGT;44.993940385,0.695744310753;24380;24;AQUITAINE
30221;ROQUEMAURE;44.0414756862,4.7565701251;30150;30;LANGUEDOC-ROUSSILLON
63177;ISSERTEAUX;45.653140809,3.38111745386;63270;63;AUVERGNE
60011;AMY;49.6414081201,2.83395091808;60310;60;PICARDIE
70417;PONTCEY;47.6283826292,6.03204644635;70360;70;FRANCHE-COMTE
39173;COUSANCE;46.5333527445,5.37741644744;39190;39;FRANCHE-COMTE
86106;GLENOUZE;47.007793926,-0.00436588789691;86200;86;POITOU-CHARENTES
24515;SALAGNAC;45.3155697873,1.21187713732;24160;24;AQUITAINE
92024;CLICHY;48.9035359139,2.30575230452;92110;92;ILE-DE-FRANCE
80700;SAINT-BLIMONT;50.1206557505,1.56512599712;80960;80;PICARDIE
67511;WALBOURG;48.8857093075,7.78279699588;67360;67;ALSACE
64358;LUCGARIER;43.2320475565,-0.194294488173;64420;64;AQUITAINE
85051;CHANTONNAY;46.6690167793,-1.04372588019;85110;85;PAYS DE LA LOIRE
21213;CRIMOLOIS;47.2702959266,5.12442359823;21800;21;BOURGOGNE
78537;SAINT-ARNOULT-EN-YVELINES;48.5725220079,1.93463847942;78730;78;ILE-DE-FRANCE
8286;MENIL-ANNELLES;49.4366027969,4.44985286744;8310;8;CHAMPAGNE-ARDENNE
74272;SILLINGY;45.9489088866,6.02753426428;74330;74;RHONE-ALPES
52265;BAYARD-SUR-MARNE;48.5499615771,5.06880935835;52170;52;CHAMPAGNE-ARDENNE
24029;BEAUPOUYET;44.9961149734,0.285254464127;24400;24;AQUITAINE
68141;HOCHSTATT;47.7093051072,7.26674678515;68720;68;ALSACE
76392;LONDINIERES;49.8411738829,1.39635078372;76660;76;HAUTE-NORMANDIE
22071;GUITTE;48.2908086069,-2.10295058858;22350;22;BRETAGNE
2A278;SERRA-DI-SCOPAMENE;41.778887385,9.10982740043;20127;2A;CORSE
28054;LE BOULLAY-MIVOYE;48.6541877494,1.40635782342;28210;28;CENTRE
32109;COULOUME-MONDEBAT;43.6352147895,0.114016958736;32160;32;MIDI-PYRENEES
30329;THOIRAS;44.0651729545,3.92069060431;30140;30;LANGUEDOC-ROUSSILLON
76067;BEAUVOIR-EN-LYONS;49.484261541,1.58305968488;76220;76;HAUTE-NORMANDIE
72313;SAINT-PIERRE-DES-ORMES;48.2934012161,0.420423717805;72600;72;PAYS DE LA LOIRE
7132;LARGENTIERE;44.5338484702,4.30128054451;7110;7;RHONE-ALPES
50494;SAINT-JEAN-DU-CORAIL;48.6163590979,-0.889021244231;50140;50;BASSE-NORMANDIE
11135;LA FAJOLLE;42.7525421686,1.96514650646;11140;11;LANGUEDOC-ROUSSILLON
17089;LA CHAPELLE-DES-POTS;45.7644455528,-0.534261419507;17100;17;POITOU-CHARENTES
80068;BEAUMETZ;50.1349354477,2.11024314398;80370;80;PICARDIE
27428;LE NEUBOURG;49.1482790328,0.897176574238;27110;27;HAUTE-NORMANDIE
7329;VALGORGE;44.5942570326,4.11258793798;7110;7;RHONE-ALPES
44056;FAY-DE-BRETAGNE;47.3905699563,-1.79530261946;44130;44;PAYS DE LA LOIRE
30008;ALLEGRE-LES-FUMADES;44.1976013658,4.25339592955;30500;30;LANGUEDOC-ROUSSILLON
19229;SAINT-PANTALEON-DE-LARCHE;45.1467893413,1.43249583574;19600;19;LIMOUSIN
40300;SEYRESSE;43.6832312889,-1.06040363915;40180;40;AQUITAINE
70147;CHAVANNE;47.5588510857,6.65836633701;70400;70;FRANCHE-COMTE
71300;LE MIROIR;46.5431506465,5.33864320841;71480;71;BOURGOGNE
55421;REFFROY;48.6261033324,5.47057526455;55190;55;LORRAINE
17253;MURON;46.0112293883,-0.863875531259;17430;17;POITOU-CHARENTES
72196;MEZIERES-SUR-PONTHOUIN;48.2022359732,0.297930869305;72290;72;PAYS DE LA LOIRE
65213;GUIZERIX;43.3229464044,0.453311797259;65230;65;MIDI-PYRENEES
55552;VIGNEUL-SOUS-MONTMEDY;49.5081292429,5.32876869093;55600;55;LORRAINE
80416;HANGEST-SUR-SOMME;49.9792304864,2.03810831861;80310;80;PICARDIE
14124;LA CAMBE;49.3447032998,-1.0093041857;14230;14;BASSE-NORMANDIE
33372;SAINT-ANTOINE-DU-QUEYRET;44.7623588466,0.00922484290059;33790;33;AQUITAINE
67313;MUTZIG;48.538054845,7.45530315563;67190;67;ALSACE
22014;BOURSEUL;48.4671372478,-2.26507368746;22130;22;BRETAGNE
18205;SAINT-DOULCHARD;47.1109300599,2.35703710189;18230;18;CENTRE
10326;ROSNAY-L'HOPITAL;48.4577724478,4.50578895388;10500;10;CHAMPAGNE-ARDENNE
28024;BARJOUVILLE;48.4066421974,1.47210057567;28630;28;CENTRE
27163;COLLETOT;49.3499536771,0.623964655423;27500;27;HAUTE-NORMANDIE
