Code INSEE;Commune;geo_point_2d;Code Postal;Code Département;Région
63402;SAINT-VICTOR-MONTVIANEIX;45.9381159052,3.61132640921;63550;63;AUVERGNE
26027;BARSAC;44.7264116116,5.30407617795;26150;26;RHONE-ALPES
42205;SAINT-BONNET-LE-COURREAU;45.655161946,3.9261116009;42940;42;RHONE-ALPES
69063;COLLONGES-AU-MONT-D'OR;45.8220411914,4.8419319446;69660;69;RHONE-ALPES
61502;VIDAI;48.4602912292,0.376581458211;61360;61;BASSE-NORMANDIE
68308;SICKERT;47.7919119213,6.98580589371;68290;68;ALSACE
27396;MENESQUEVILLE;49.3574004646,1.40684415026;27850;27;HAUTE-NORMANDIE
54013;AMENONCOURT;48.6300704003,6.78443520767;54450;54;LORRAINE
41192;LES ROCHES-L'EVEQUE;47.7861085409,0.88757317848;41800;41;CENTRE
58187;MYENNES;47.4543629223,2.94370342447;58440;58;BOURGOGNE
28052;BOUGLAINVAL;48.5606379303,1.51011696561;28130;28;CENTRE
51558;SOULIERES;48.9038402772,3.93440126624;51130;51;CHAMPAGNE-ARDENNE
65131;CASTELVIEILH;43.281097408,0.201372876533;65350;65;MIDI-PYRENEES
72062;LA CHAPELLE-DU-BOIS;48.2270021313,0.583491271516;72400;72;PAYS DE LA LOIRE
17109;CLAVETTE;46.1423813762,-1.03660142128;17220;17;POITOU-CHARENTES
79356;VOULTEGON;46.9119628011,-0.52429679005;79150;79;POITOU-CHARENTES
28286;OLLE;48.3861713176,1.29676910004;28120;28;CENTRE
22391;YVIGNAC-LA-TOUR;48.3488527307,-2.17094067762;22350;22;BRETAGNE
15266;YOLET;44.9307481726,2.5382689478;15130;15;AUVERGNE
27205;DOUVILLE-SUR-ANDELLE;49.3329198858,1.30756774405;27380;27;HAUTE-NORMANDIE
11057;CAHUZAC;43.1910457149,1.8547719586;11420;11;LANGUEDOC-ROUSSILLON
21247;EPOISSES;47.5033289277,4.17120505436;21460;21;BOURGOGNE
64233;GARLIN;43.5599586619,-0.272296457605;64330;64;AQUITAINE
15136;MOURJOU;44.6974161055,2.31659060855;15340;15;AUVERGNE
52065;BOUZANCOURT;48.3161828914,4.95023725164;52110;52;CHAMPAGNE-ARDENNE
33376;SAINT-AUBIN-DE-MEDOC;44.9333497941,-0.748518197327;33160;33;AQUITAINE
21467;OISILLY;47.416992177,5.36192344642;21310;21;BOURGOGNE
91645;VERRIERES-LE-BUISSON;48.75044312,2.25171297214;91370;91;ILE-DE-FRANCE
35232;PRINCE;48.2370987257,-1.10577928863;35210;35;BRETAGNE
77133;COURCELLES-EN-BASSEE;48.4125606521,3.05294050556;77126;77;ILE-DE-FRANCE
8154;ESTREBAY;49.8253440088,4.34568774297;8260;8;CHAMPAGNE-ARDENNE
14668;SAONNET;49.2721933862,-0.880981294808;14330;14;BASSE-NORMANDIE
39237;FRAROZ;46.7287692147,6.09880430783;39250;39;FRANCHE-COMTE
60494;PLAILLY;49.1113621574,2.57767746026;60128;60;PICARDIE
38553;VILLEFONTAINE;45.6136289454,5.15547673355;38090;38;RHONE-ALPES
18224;SAINT-MARTIN-DES-CHAMPS;47.173174971,2.93500889323;18140;18;CENTRE
50219;GRATOT;49.0683104391,-1.49454774157;50200;50;BASSE-NORMANDIE
60410;MONDESCOURT;49.6007632459,3.10933333116;60400;60;PICARDIE
60348;LARBROYE;49.5711545725,2.96064290936;60400;60;PICARDIE
34294;SATURARGUES;43.7142810482,4.11714344824;34400;34;LANGUEDOC-ROUSSILLON
4233;VAUMEILH;44.2903076957,5.95653121817;4200;4;PROVENCE-ALPES-COTE D'AZUR
50029;BARENTON;48.6083533868,-0.830642245682;50720;50;BASSE-NORMANDIE
14689;THURY-HARCOURT;48.9864514562,-0.485109067102;14220;14;BASSE-NORMANDIE
43047;CHADRON;44.9500949064,3.93743261861;43150;43;AUVERGNE
91378;MAUCHAMPS;48.5272680908,2.19718165044;91730;91;ILE-DE-FRANCE
54446;RECHICOURT-LA-PETITE;48.717997142,6.58235675457;54370;54;LORRAINE
32209;LELIN-LAPUJOLLE;43.7070511405,-0.134532428412;32400;32;MIDI-PYRENEES
41039;LA CHAPELLE-SAINT-MARTIN-EN-PLAINE;47.7330590404,1.41192253742;41500;41;CENTRE
22284;SAINT-CONNAN;48.412323087,-3.07608940512;22480;22;BRETAGNE
52468;SEMILLY;48.2505992806,5.46434760219;52700;52;CHAMPAGNE-ARDENNE
24159;ECHOURGNAC;45.1290868682,0.223067920753;24410;24;AQUITAINE
8386;SAINT-LOUP-EN-CHAMPAGNE;49.4528238096,4.21534946763;8300;8;CHAMPAGNE-ARDENNE
57749;VOELFLING-LES-BOUZONVILLE;49.2929378044,6.60527377943;57320;57;LORRAINE
80161;CAHON;50.1196980622,1.7290169639;80132;80;PICARDIE
45253;PITHIVIERS-LE-VIEIL;48.1732947804,2.20648380316;45300;45;CENTRE
31069;BLAGNAC;43.6421867862,1.37886941086;31700;31;MIDI-PYRENEES
1007;AMBRONAY;46.0055913782,5.35760660735;1500;1;RHONE-ALPES
18172;ORVAL;46.7220226061,2.46720008987;18200;18;CENTRE
66046;CAUDIES-DE-FENOUILLEDES;42.8195033862,2.37751985492;66220;66;LANGUEDOC-ROUSSILLON
51340;MAISONS-EN-CHAMPAGNE;48.7366632829,4.46700160771;51300;51;CHAMPAGNE-ARDENNE
50134;CHEVRY;48.9712032014,-1.11387422204;50420;50;BASSE-NORMANDIE
51443;POTANGIS;48.5850735929,3.64666442992;51260;51;CHAMPAGNE-ARDENNE
74036;BLUFFY;45.8655021029,6.22227398882;74290;74;RHONE-ALPES
53141;LOUVIGNE;48.0547197919,-0.634640720339;53210;53;PAYS DE LA LOIRE
13021;CARRY-LE-ROUET;43.3427663021,5.15373765817;13620;13;PROVENCE-ALPES-COTE D'AZUR
21574;SAINT-SEINE-SUR-VINGEANNE;47.5168029251,5.43323666573;21610;21;BOURGOGNE
67109;DURNINGEN;48.6849651267,7.5618284818;67270;67;ALSACE
77243;LAGNY-SUR-MARNE;48.8730701858,2.70978081313;77400;77;ILE-DE-FRANCE
15027;CALVINET;44.7211847531,2.36192054351;15340;15;AUVERGNE
24303;NANTEUIL-AURIAC-DE-BOURZAC;45.3801182824,0.287647763692;24320;24;AQUITAINE
57266;GUEBLANGE-LES-DIEUZE;48.7774548457,6.70140022635;57260;57;LORRAINE
14626;SAINT-MARTIN-DE-MAILLOC;49.088406569,0.286444688377;14100;14;BASSE-NORMANDIE
72303;SAINT-MICHEL-DE-CHAVAIGNES;48.0092301302,0.57342688237;72440;72;PAYS DE LA LOIRE
38540;VEUREY-VOROIZE;45.2694421656,5.60195085024;38113;38;RHONE-ALPES
68177;LAUTENBACH;47.9527349295,7.16433010313;68610;68;ALSACE
64241;GERONCE;43.2221479657,-0.710166887554;64400;64;AQUITAINE
8318;LA NEUVILLE-AUX-JOUTES;49.9331443854,4.24087440967;8380;8;CHAMPAGNE-ARDENNE
57493;MULCEY;48.8077142021,6.66402921027;57260;57;LORRAINE
28088;CHATEAUDUN;48.0762457334,1.32636728625;28200;28;CENTRE
84113;SAINT-MARTIN-DE-LA-BRASQUE;43.7640135964,5.53975821596;84760;84;PROVENCE-ALPES-COTE D'AZUR
4037;LE CAIRE;44.3744163533,6.06875774225;4250;4;PROVENCE-ALPES-COTE D'AZUR
35072;CHATILLON-EN-VENDELAIS;48.2287242632,-1.16547272515;35210;35;BRETAGNE
26335;SALLES-SOUS-BOIS;44.4707924508,4.94008224904;26770;26;RHONE-ALPES
58023;BAZOCHES;47.368858753,3.79377524452;58190;58;BOURGOGNE
76046;AUZOUVILLE-SUR-RY;49.4374386214,1.30966530446;76116;76;HAUTE-NORMANDIE
69217;SAINT-JUST-D'AVRAY;45.9996999746,4.4526558128;69870;69;RHONE-ALPES
76217;DIEPPE;49.9222503951,1.08681168449;76200;76;HAUTE-NORMANDIE
52009;ANDILLY-EN-BASSIGNY;47.9283690025,5.52049253052;52360;52;CHAMPAGNE-ARDENNE
39051;BIARNE;47.1454413505,5.45151056819;39290;39;FRANCHE-COMTE
97302;CAYENNE;5.02173742828,-52.5012511113;97300;97;GUYANE
71459;SAINT-MARTIN-SOUS-MONTAIGU;46.8134978292,4.7100275215;71640;71;BOURGOGNE
85287;TALLUD-SAINTE-GEMME;46.6949386862,-0.886169517112;85390;85;PAYS DE LA LOIRE
77414;SAINT-HILLIERS;48.6289146411,3.25823552684;77160;77;ILE-DE-FRANCE
50077;BRETTEVILLE;49.6500323441,-1.508274502;50110;50;BASSE-NORMANDIE
35317;SAINT-SYMPHORIEN;48.280614851,-1.80334544561;35630;35;BRETAGNE
60388;MARTINCOURT;49.5301768343,1.90447241773;60112;60;PICARDIE
16015;ANGOULEME;45.6472585146,0.14514490683;16000;16;POITOU-CHARENTES
16237;MOUTON;45.8874435614,0.236451070535;16460;16;POITOU-CHARENTES
1202;LAGNIEU;45.8917015798,5.32917518895;1150;1;RHONE-ALPES
81184;MONTROSIER;44.1302381155,1.84091338428;81170;81;MIDI-PYRENEES
12018;BALAGUIER-D'OLT;44.5189126443,1.97719263772;12260;12;MIDI-PYRENEES
50181;FEUGERES;49.1487759285,-1.31727331355;50190;50;BASSE-NORMANDIE
77214;GRESSY;48.9650099729,2.66440376724;77410;77;ILE-DE-FRANCE
19244;SAINT-SULPICE-LES-BOIS;45.613289994,2.14152354992;19250;19;LIMOUSIN
4017;AUZET;44.3054001563,6.31115592449;4140;4;PROVENCE-ALPES-COTE D'AZUR
78297;GUYANCOURT;48.7730783892,2.07605207737;78280;78;ILE-DE-FRANCE
24521;SARLIAC-SUR-L'ISLE;45.2398639331,0.866391236032;24420;24;AQUITAINE
57763;ZOMMANGE;48.8223763728,6.8005971224;57260;57;LORRAINE
89373;SALIGNY;48.2154264712,3.35240862773;89100;89;BOURGOGNE
59066;BERELLES;50.2136798325,4.10541703727;59740;59;NORD-PAS-DE-CALAIS
81261;SAINT-LIEUX-LES-LAVAUR;43.7554264288,1.74752680249;81500;81;MIDI-PYRENEES
25026;ARC-SOUS-MONTENOT;46.9151827645,6.00599288547;25270;25;FRANCHE-COMTE
84080;MONTEUX;44.0335256003,4.9847476645;84170;84;PROVENCE-ALPES-COTE D'AZUR
57666;TERVILLE;49.3465483422,6.13220160083;57180;57;LORRAINE
71050;BOURGVILAIN;46.3647474088,4.63745643185;71520;71;BOURGOGNE
79179;MONCOUTANT;46.7361693715,-0.578776799054;79320;79;POITOU-CHARENTES
73216;ROGNAIX;45.5705817374,6.42314451894;73730;73;RHONE-ALPES
41002;ANGE;47.3165186023,1.23978157464;41400;41;CENTRE
36158;BADECON-LE-PIN;46.532036139,1.60190321862;36200;36;CENTRE
25151;CHEVIGNEY-LES-VERCEL;47.1651371592,6.36768229649;25530;25;FRANCHE-COMTE
57543;PIERREVILLERS;49.2255549058,6.09577655472;57120;57;LORRAINE
38394;SAINT-HILAIRE-DU-ROSIER;45.0907903238,5.25013852882;38840;38;RHONE-ALPES
81040;BROUSSE;43.720141927,2.06153730693;81440;81;MIDI-PYRENEES
82027;CAMPSAS;43.8873028891,1.32880119974;82370;82;MIDI-PYRENEES
14164;CLINCHAMPS-SUR-ORNE;49.0827905311,-0.403970928177;14320;14;BASSE-NORMANDIE
50032;LA BARRE-DE-SEMILLY;49.1063271499,-1.01818230779;50810;50;BASSE-NORMANDIE
68303;SCHWOBEN;47.6075218956,7.29884312664;68130;68;ALSACE
72026;BEAUFAY;48.1423466194,0.342290713803;72110;72;PAYS DE LA LOIRE
5146;SAINT-JULIEN-EN-BEAUCHENE;44.6264570637,5.71979975938;5140;5;PROVENCE-ALPES-COTE D'AZUR
24040;BEYNAC-ET-CAZENAC;44.8572702356,1.13222078955;24220;24;AQUITAINE
26064;CHABEUIL;44.9082255842,5.00743034189;26120;26;RHONE-ALPES
25220;EPEUGNEY;47.1273381655,6.01995883629;25290;25;FRANCHE-COMTE
72119;DOMFRONT-EN-CHAMPAGNE;48.1091722798,0.0450026971482;72240;72;PAYS DE LA LOIRE
57394;LENING;48.9581758873,6.81929265344;57670;57;LORRAINE
68118;HABSHEIM;47.726261392,7.43344571206;68440;68;ALSACE
27536;SAINT-ELOI-DE-FOURQUES;49.2356732201,0.802775022457;27800;27;HAUTE-NORMANDIE
64005;ABOS;43.3538742135,-0.550692004112;64360;64;AQUITAINE
46048;CALVIAC;44.9180119841,2.06736434321;46190;46;MIDI-PYRENEES
83103;LE REVEST-LES-EAUX;43.1824918424,5.94565392204;83200;83;PROVENCE-ALPES-COTE D'AZUR
57229;FOULCREY;48.6402409757,6.86776109913;57830;57;LORRAINE
91386;MENNECY;48.5586242184,2.43753236038;91540;91;ILE-DE-FRANCE
32224;MAIGNAUT-TAUZIA;43.888506896,0.399761933288;32310;32;MIDI-PYRENEES
74181;METZ-TESSY;45.9384451295,6.10517585602;74370;74;RHONE-ALPES
70577;VOUHENANS;47.6424367134,6.49403579676;70200;70;FRANCHE-COMTE
49280;SAINT-GEORGES-DU-BOIS;47.4945316586,-0.221401367845;49250;49;PAYS DE LA LOIRE
45244;OUZOUER-SUR-LOIRE;47.7843937,2.47737458282;45570;45;CENTRE
15128;LA MONSELIE;45.321229006,2.55132616965;15240;15;AUVERGNE
2763;VASSENY;49.3556275252,3.48910249175;2220;2;PICARDIE
62055;AUDREHEM;50.7714356577,1.98451606586;62890;62;NORD-PAS-DE-CALAIS
32318;PIS;43.7866546974,0.708992924431;32500;32;MIDI-PYRENEES
12135;LUNAC;44.2405098268,2.10038614517;12270;12;MIDI-PYRENEES
22144;LA MEAUGON;48.5044768613,-2.84729418508;22440;22;BRETAGNE
91619;TORFOU;48.5320494268,2.23447204587;91730;91;ILE-DE-FRANCE
89425;TURNY;48.0654471891,3.73424677868;89570;89;BOURGOGNE
8398;SAINTE-VAUBOURG;49.4597154807,4.59237076112;8130;8;CHAMPAGNE-ARDENNE
60373;MACHEMONT;49.5099441905,2.875553005;60150;60;PICARDIE
59597;TILLOY-LEZ-CAMBRAI;50.2010948825,3.21429536974;59554;59;NORD-PAS-DE-CALAIS
29180;PLOUDIRY;48.4572473494,-4.12922591839;29800;29;BRETAGNE
17346;SAINT-HIPPOLYTE;45.9198703097,-0.905117939333;17430;17;POITOU-CHARENTES
12087;CRUEJOULS;44.4439001452,2.86354993071;12340;12;MIDI-PYRENEES
25105;BYANS-SUR-DOUBS;47.1129773426,5.84743903869;25320;25;FRANCHE-COMTE
2224;COURCELLES-SUR-VESLE;49.348025885,3.57684035869;2220;2;PICARDIE
30082;CLARENSAC;43.8371741031,4.22473221709;30870;30;LANGUEDOC-ROUSSILLON
60062;BERLANCOURT;49.6785871051,3.08371773899;60640;60;PICARDIE
51090;BROUSSY-LE-GRAND;48.7889797353,3.87056310376;51230;51;CHAMPAGNE-ARDENNE
59402;MILLAM;50.8559210958,2.25120770329;59143;59;NORD-PAS-DE-CALAIS
62317;ETAING;50.2720246326,2.99815975036;62156;62;NORD-PAS-DE-CALAIS
25390;MONTBENOIT;46.9835127856,6.46539409357;25650;25;FRANCHE-COMTE
80543;METIGNY;49.9367802972,1.91143330166;80270;80;PICARDIE
62769;SAINT-TRICAT;50.8926601154,1.82664044658;62185;62;NORD-PAS-DE-CALAIS
37204;ROUZIERS-DE-TOURAINE;47.5311263676,0.647449146554;37360;37;CENTRE
31221;GOUAUX-DE-LARBOUST;42.7805722795,0.477306280003;31110;31;MIDI-PYRENEES
58013;ARTHEL;47.2439939183,3.40639275395;58700;58;BOURGOGNE
62689;RANSART;50.2055666044,2.67670768859;62173;62;NORD-PAS-DE-CALAIS
71466;SAINT-NIZIER-SUR-ARROUX;46.8143219502,4.15821443089;71190;71;BOURGOGNE
35047;BRUZ;48.0261755313,-1.74817480915;35170;35;BRETAGNE
33058;BLAYE;45.127899764,-0.669707092291;33390;33;AQUITAINE
70435;RADDON-ET-CHAPENDU;47.8553521671,6.4533442174;70280;70;FRANCHE-COMTE
39454;RECANOZ;46.8075358585,5.50670929892;39230;39;FRANCHE-COMTE
27051;BEAUMONT-LE-ROGER;49.0592104532,0.754833574426;27170;27;HAUTE-NORMANDIE
47084;DOUZAINS;44.636309752,0.551520734246;47330;47;AQUITAINE
2087;BIEUXY;49.4476050585,3.26985890807;2290;2;PICARDIE
71561;VAUBAN;46.2639696284,4.22242971083;71800;71;BOURGOGNE
30277;SAINT-LAURENT-DE-CARNOLS;44.2256485966,4.53204790849;30200;30;LANGUEDOC-ROUSSILLON
42314;LA TUILIERE;45.9586791748,3.81278919577;42830;42;RHONE-ALPES
60435;MORVILLERS;49.5843809513,1.87218404343;60380;60;PICARDIE
1349;SAINT-ELOI;45.9322494861,5.15187041178;1800;1;RHONE-ALPES
55142;DAINVILLE-BERTHELEVILLE;48.4507669673,5.50858709349;55130;55;LORRAINE
53206;SAINT-CHARLES-LA-FORET;47.9194763101,-0.56890485725;53170;53;PAYS DE LA LOIRE
40013;ARTHEZ-D'ARMAGNAC;43.8904301026,-0.247231913663;40190;40;AQUITAINE
40326;VIELLE-SAINT-GIRONS;43.9395837379,-1.32552380465;40560;40;AQUITAINE
63071;CEYSSAT;45.7698934261,2.9244283989;63210;63;AUVERGNE
65132;CASTERA-LANUSSE;43.1721431119,0.291846368196;65190;65;MIDI-PYRENEES
22314;SAINT-MAUDAN;48.1114125678,-2.76769637126;22600;22;BRETAGNE
62096;BEAUMETZ-LES-CAMBRAI;50.1255965767,2.98659622521;62124;62;NORD-PAS-DE-CALAIS
2230;COUVRELLES;49.3339841009,3.48486954064;2220;2;PICARDIE
2342;GERGNY;49.9326319225,3.92972384714;2260;2;PICARDIE
80596;NEUVILLETTE;50.2084339297,2.3146303419;80600;80;PICARDIE
86241;SAINT-REMY-SUR-CREUSE;46.934761065,0.68067530374;86220;86;POITOU-CHARENTES
27597;SAINT-PIERRE-DU-VAL;49.390892944,0.366485992919;27210;27;HAUTE-NORMANDIE
32403;SAINT-PIERRE-D'AUBEZIES;43.6493896565,0.162149090405;32290;32;MIDI-PYRENEES
77384;REAU;48.6073931366,2.62398597049;77550;77;ILE-DE-FRANCE
1308;POUGNY;46.1450914685,5.95100479291;1550;1;RHONE-ALPES
47050;CASSIGNAS;44.3000939624,0.781102690761;47340;47;AQUITAINE
17139;DOEUIL-SUR-LE-MIGNON;46.1238616322,-0.549321763075;17330;17;POITOU-CHARENTES
2B113;FICAJA;42.420940762,9.37847639312;20237;2B;CORSE
50622;VAUDRIMESNIL;49.1610665135,-1.41852676139;50490;50;BASSE-NORMANDIE
80090;BERNY-EN-SANTERRE;49.8665475178,2.85058126397;80200;80;PICARDIE
58297;TROIS-VEVRES;46.9112215122,3.42242349709;58260;58;BOURGOGNE
40266;SAINT-JULIEN-EN-BORN;44.0910922901,-1.24835443544;40170;40;AQUITAINE
52206;FRAMPAS;48.5195287693,4.8332793403;52220;52;CHAMPAGNE-ARDENNE
21045;BARBIREY-SUR-OUCHE;47.2520386403,4.74025320877;21410;21;BOURGOGNE
14519;PREAUX-BOCAGE;49.0526321231,-0.509209645231;14210;14;BASSE-NORMANDIE
57323;HETTANGE-GRANDE;49.4173312149,6.15258748635;57330;57;LORRAINE
80530;MERICOURT-L'ABBE;49.945066215,2.56298035307;80800;80;PICARDIE
80607;OISSY;49.9026966706,2.06025866834;80540;80;PICARDIE
16229;MONTJEAN;46.0796805588,0.109828994536;16240;16;POITOU-CHARENTES
59186;ECCLES;50.1988413348,4.09813341605;59740;59;NORD-PAS-DE-CALAIS
60065;BERTHECOURT;49.3451833083,2.22291035284;60370;60;PICARDIE
50458;SAINT-COME-DU-MONT;49.3317896606,-1.26025005483;50500;50;BASSE-NORMANDIE
16031;BARRO;46.0050083194,0.235825640846;16700;16;POITOU-CHARENTES
61420;SAINTE-MARIE-LA-ROBERT;48.6261229757,-0.143899474106;61320;61;BASSE-NORMANDIE
28159;LA FRAMBOISIERE;48.597334686,1.01588556317;28250;28;CENTRE
44145;ROUANS;47.1763592414,-1.84313535499;44640;44;PAYS DE LA LOIRE
85108;L'HERBERGEMENT;46.9166207979,-1.37033557148;85260;85;PAYS DE LA LOIRE
35056;LA CHAPELLE-AUX-FILTZMEENS;48.3817396388,-1.8184050063;35190;35;BRETAGNE
67008;ALTORF;48.5247239067,7.53898226259;67120;67;ALSACE
32424;SEGOS;43.6299075167,-0.261024966204;32400;32;MIDI-PYRENEES
50136;COIGNY;49.3221921843,-1.38816879974;50250;50;BASSE-NORMANDIE
88186;FRENELLE-LA-PETITE;48.3497634431,6.06246053491;88500;88;LORRAINE
57338;HOTTVILLER;49.0782664216,7.35808063345;57720;57;LORRAINE
69048;CHASSAGNY;45.6052853309,4.73091163688;69700;69;RHONE-ALPES
41284;VILLENEUVE-FROUVILLE;47.7852258019,1.3172421296;41290;41;CENTRE
25531;SANTOCHE;47.4092325393,6.5028747061;25340;25;FRANCHE-COMTE
57120;BURLIONCOURT;48.8625578408,6.57951956171;57170;57;LORRAINE
28109;LES CORVEES-LES-YYS;48.3652575039,1.14754318067;28240;28;CENTRE
71294;MERCUREY;46.834318433,4.72413233505;71640;71;BOURGOGNE
45265;ROZOY-LE-VIEIL;48.1183432161,2.95141929917;45210;45;CENTRE
88390;ROBECOURT;48.1374692528,5.7093887067;88320;88;LORRAINE
54263;HOMECOURT;49.222479805,5.99270563767;54310;54;LORRAINE
89098;CHENEY;47.9131115913,3.96166576209;89700;89;BOURGOGNE
52164;DAMREMONT;47.9487557847,5.64105093613;52400;52;CHAMPAGNE-ARDENNE
45227;NEVOY;47.7333698571,2.59240936936;45500;45;CENTRE
27034;BACQUEVILLE;49.3219203458,1.36658657658;27440;27;HAUTE-NORMANDIE
72104;COURGAINS;48.2907641209,0.2766633169;72260;72;PAYS DE LA LOIRE
76201;CROISY-SUR-ANDELLE;49.4594753468,1.40681724244;76780;76;HAUTE-NORMANDIE
33050;BIEUJAC;44.5383649764,-0.154398483279;33210;33;AQUITAINE
40132;LABATUT;43.5522821806,-0.998234258589;40300;40;AQUITAINE
14649;SAINT-PIERRE-DU-BU;48.8646040738,-0.204189427047;14700;14;BASSE-NORMANDIE
61317;ORGERES;48.752506479,0.3456805156;61230;61;BASSE-NORMANDIE
24360;SAGELAT;44.7848099741,1.02305020725;24170;24;AQUITAINE
31237;HIS;43.0649908424,0.965815037259;31260;31;MIDI-PYRENEES
26221;OMBLEZE;44.8638431214,5.23078207101;26400;26;RHONE-ALPES
11425;VILLEGAILHENC;43.2718025661,2.34692667896;11600;11;LANGUEDOC-ROUSSILLON
47184;MONTAUT;44.6058245899,0.682418964393;47210;47;AQUITAINE
57628;SARRALBE;48.9956964636,7.01158536668;57430;57;LORRAINE
61371;SAINT-BRICE-SOUS-RANES;48.6784450821,-0.19335744417;61150;61;BASSE-NORMANDIE
10441;VOSNON;48.1085969671,3.83539152599;10130;10;CHAMPAGNE-ARDENNE
43110;LAMOTHE;45.3149483053,3.42693431019;43100;43;AUVERGNE
84026;CADENET;43.7304056282,5.38354319666;84160;84;PROVENCE-ALPES-COTE D'AZUR
58290;THAIX;46.8493225096,3.71331013498;58250;58;BOURGOGNE
55148;DELOUZE-ROSIERES;48.5657451674,5.53076706785;55130;55;LORRAINE
17091;CHARRON;46.2936903771,-1.08092039856;17230;17;POITOU-CHARENTES
2674;SAINT-CLEMENT;49.7752799579,4.07288901165;2360;2;PICARDIE
73270;SAINT-PIERRE-D'ALBIGNY;45.5763259398,6.1598571367;73250;73;RHONE-ALPES
8306;MONT-LAURENT;49.4637340301,4.47834727509;8130;8;CHAMPAGNE-ARDENNE
24199;GOUT-ROSSIGNOL;45.4163367159,0.40556165007;24320;24;AQUITAINE
18143;MENETOU-COUTURE;47.0419975114,2.93649799809;18320;18;CENTRE
26163;LEONCEL;44.9241441002,5.20544856273;26190;26;RHONE-ALPES
73285;SEEZ;45.6478054905,6.83575624707;73700;73;RHONE-ALPES
27577;SAINTE-OPPORTUNE-LA-MARE;49.4248481767,0.533630300174;27680;27;HAUTE-NORMANDIE
68343;UNGERSHEIM;47.8739838916,7.30532668717;68190;68;ALSACE
38319;PONT-EN-ROYANS;45.0609236607,5.34591472176;38680;38;RHONE-ALPES
53246;SAINT-PIERRE-DES-NIDS;48.3981189139,-0.108578317473;53370;53;PAYS DE LA LOIRE
68089;FELLERING;47.9157234129,6.95863361019;68470;68;ALSACE
70124;CHAMPTONNAY;47.3758996781,5.6613436663;70100;70;FRANCHE-COMTE
10161;FRESNAY;48.3091765405,4.75726662976;10200;10;CHAMPAGNE-ARDENNE
57671;THIMONVILLE;48.9446896286,6.39367353613;57580;57;LORRAINE
71238;IGUERANDE;46.2165272056,4.07699692762;71340;71;BOURGOGNE
3315;VILLEFRANCHE-D'ALLIER;46.3963110357,2.84126895926;3430;3;AUVERGNE
88441;SANS-VALLOIS;48.1617644637,6.1030177625;88260;88;LORRAINE
2A070;CASAGLIONE;42.0695824094,8.75999305453;20111;2A;CORSE
31391;MONTSAUNES;43.1102814819,0.932230467606;31260;31;MIDI-PYRENEES
54434;PRAYE;48.437631952,6.11147744521;54116;54;LORRAINE
18051;LA CHAPELOTTE;47.3342226318,2.5989427382;18250;18;CENTRE
83128;SILLANS-LA-CASCADE;43.5658824056,6.16515240575;83690;83;PROVENCE-ALPES-COTE D'AZUR
63287;LES PRADEAUX;45.5132697587,3.29159884788;63500;63;AUVERGNE
28373;SENONCHES;48.559589174,1.01905757079;28250;28;CENTRE
12183;PLAISANCE;43.929841907,2.56266384044;12550;12;MIDI-PYRENEES
39363;MONTREVEL;46.4260235257,5.49493800211;39320;39;FRANCHE-COMTE
55508;THONNE-LA-LONG;49.5661986662,5.4256255311;55600;55;LORRAINE
54429;PIERREVILLE;48.5485746268,6.11074927639;54160;54;LORRAINE
62501;LESPINOY;50.4276154192,1.86447871866;62990;62;NORD-PAS-DE-CALAIS
19170;QUEYSSAC-LES-VIGNES;44.9644974999,1.76788116489;19120;19;LIMOUSIN
84060;LAGARDE-D'APT;43.9838729786,5.48164417071;84400;84;PROVENCE-ALPES-COTE D'AZUR
38070;LE CHAMP-PRES-FROGES;45.2814832308,5.93863147318;38190;38;RHONE-ALPES
22232;PLOURHAN;48.6312552228,-2.88203367765;22410;22;BRETAGNE
41003;AREINES;47.7980489789,1.10277891267;41100;41;CENTRE
22303;SAINT-JACUT-DU-MENE;48.2781582394,-2.48623226273;22330;22;BRETAGNE
59615;VIEUX-BERQUIN;50.6932504715,2.62068917125;59232;59;NORD-PAS-DE-CALAIS
28380;SOURS;48.4134954931,1.59645296484;28630;28;CENTRE
57564;RECHICOURT-LE-CHATEAU;48.678407747,6.84276180766;57810;57;LORRAINE
37210;SAINT-BENOIT-LA-FORET;47.2128964711,0.321999441383;37500;37;CENTRE
69049;CHASSELAY;45.8749558525,4.7708529699;69380;69;RHONE-ALPES
17341;SAINT-GERMAIN-DE-VIBRAC;45.4214033132,-0.327825347194;17500;17;POITOU-CHARENTES
33303;NERIGEAN;44.843131883,-0.284955496145;33750;33;AQUITAINE
80356;FRESNOY-ANDAINVILLE;49.9086024009,1.79178711806;80140;80;PICARDIE
73196;PALLUD;45.6932959601,6.38998049719;73200;73;RHONE-ALPES
10135;ECLANCE;48.3074667085,4.64323131646;10200;10;CHAMPAGNE-ARDENNE
31145;CINTEGABELLE;43.3068275347,1.53572104777;31550;31;MIDI-PYRENEES
65006;ANCIZAN;42.8993345679,0.283796847933;65440;65;MIDI-PYRENEES
27023;AULNAY-SUR-ITON;48.9939471399,1.05509802791;27180;27;HAUTE-NORMANDIE
52375;PALAISEUL;47.7669628042,5.41731891936;52600;52;CHAMPAGNE-ARDENNE
26139;GENISSIEUX;45.0819148,5.09023746222;26750;26;RHONE-ALPES
46115;FRAYSSINHES;44.8726104417,1.94132532683;46400;46;MIDI-PYRENEES
